variety,location,year,trial,yield.standard
MSR157-1Y,OR,2013,OR_2013,83.09
MSR157-1Y,TX,2013,TX_2013,49.16
MSR157-1Y,TX,2013,TX_2013,47.11
MSR157-1Y,WI,2013,WI_2013,40.62
MSR157-1Y,WI,2013,WI_2013,50.18
MSR169-8Y,CA,2011,CA_2011,45.49
MSR169-8Y,CA,2011,CA_2011,49.63
MSR169-8Y,FL,2011,FL_2011,29.03
MSR169-8Y,FL,2011,FL_2011,NA
MSR169-8Y,MI,2011,MI_2011,21.25
MSR169-8Y,MI,2011,MI_2011,NA
MSR169-8Y,MO,2011,MO_2011,12.14
MSR169-8Y,MO,2011,MO_2011,18.22
MSR169-8Y,NC,2011,NC_2011,26.99
MSR169-8Y,NC,2011,NC_2011,26.99
MSR169-8Y,ND,2011,ND_2011,NA
MSR169-8Y,ND,2011,ND_2011,NA
MSR169-8Y,NY,2011,NY_2011,45.46
MSR169-8Y,NY,2011,NY_2011,45.46
MSR169-8Y,WI,2011,WI_2011,NA
MSR169-8Y,WI,2011,WI_2011,NA
MSR169-8Y,CA,2012,CA_2012,41.36
MSR169-8Y,CA,2012,CA_2012,28.95
MSR169-8Y,FL,2012,FL_2012,32.26
MSR169-8Y,FL,2012,FL_2012,16.13
MSR169-8Y,MI,2012,MI_2012,27.32
MSR169-8Y,MI,2012,MI_2012,30.36
MSR169-8Y,MO,2012,MO_2012,45.54
MSR169-8Y,MO,2012,MO_2012,42.5
MSR169-8Y,NC,2012,NC_2012,30.36
MSR169-8Y,NC,2012,NC_2012,33.73
MSR169-8Y,ND,2012,ND_2012,NA
MSR169-8Y,ND,2012,ND_2012,NA
MSR169-8Y,NY,2012,NY_2012,17.48
MSR169-8Y,NY,2012,NY_2012,24.48
MSR169-8Y,OR,2012,OR_2012,25.57
MSR169-8Y,OR,2012,OR_2012,51.13
MSR169-8Y,TX,2012,TX_2012,28.67
MSR169-8Y,TX,2012,TX_2012,18.43
MSR169-8Y,WI,2012,WI_2012,57.35
MSR169-8Y,WI,2012,WI_2012,62.13
MSR169-8Y,CA,2013,CA_2013,20.68
MSR169-8Y,CA,2013,CA_2013,28.95
MSR169-8Y,FL,2013,FL_2013,22.58
MSR169-8Y,FL,2013,FL_2013,16.13
MSR169-8Y,MI,2013,MI_2013,33.4
MSR169-8Y,MI,2013,MI_2013,33.4
MSR169-8Y,MO,2013,MO_2013,42.5
MSR169-8Y,MO,2013,MO_2013,39.47
MSR169-8Y,NC,2013,NC_2013,20.24
MSR169-8Y,NC,2013,NC_2013,30.36
MSR169-8Y,NY,2013,NY_2013,45.46
MSR169-8Y,NY,2013,NY_2013,34.97
MSR169-8Y,OR,2013,OR_2013,73.5
MSR169-8Y,OR,2013,OR_2013,73.5
MSR169-8Y,TX,2013,TX_2013,43.01
MSR169-8Y,TX,2013,TX_2013,49.16
MSR169-8Y,WI,2013,WI_2013,59.74
MSR169-8Y,WI,2013,WI_2013,59.74
MSS108-1,CA,2012,CA_2012,37.22
MSS108-1,FL,2012,FL_2012,16.13
MSS108-1,MI,2012,MI_2012,39.47
MSS108-1,MO,2012,MO_2012,60.72
MSS108-1,NC,2012,NC_2012,37.11
MSS108-1,ND,2012,ND_2012,NA
MSS108-1,NY,2012,NY_2012,45.46
MSS108-1,OR,2012,OR_2012,76.7
MSS108-1,TX,2012,TX_2012,34.82
MSS108-1,WI,2012,WI_2012,59.74
MSS165-2Y,CA,2011,CA_2011,82.71
MSS165-2Y,CA,2011,CA_2011,78.58
MSS165-2Y,FL,2011,FL_2011,38.71
MSS165-2Y,FL,2011,FL_2011,NA
MSS165-2Y,MI,2011,MI_2011,33.4
MSS165-2Y,MI,2011,MI_2011,39.47
MSS165-2Y,MO,2011,MO_2011,27.32
MSS165-2Y,MO,2011,MO_2011,27.32
MSS165-2Y,NC,2011,NC_2011,26.99
MSS165-2Y,NC,2011,NC_2011,30.36
MSS165-2Y,ND,2011,ND_2011,NA
MSS165-2Y,ND,2011,ND_2011,NA
MSS165-2Y,NY,2011,NY_2011,34.97
MSS165-2Y,NY,2011,NY_2011,41.96
MSS165-2Y,WI,2011,WI_2011,NA
MSS165-2Y,WI,2011,WI_2011,NA
MSS165-2Y,CA,2012,CA_2012,37.22
MSS165-2Y,CA,2012,CA_2012,45.49
MSS165-2Y,FL,2012,FL_2012,19.35
MSS165-2Y,FL,2012,FL_2012,19.35
MSS165-2Y,MI,2012,MI_2012,33.4
MSS165-2Y,MI,2012,MI_2012,54.65
MSS165-2Y,MO,2012,MO_2012,NA
MSS165-2Y,MO,2012,MO_2012,45.54
MSS165-2Y,NC,2012,NC_2012,40.48
MSS165-2Y,NC,2012,NC_2012,33.73
MSS165-2Y,ND,2012,ND_2012,NA
MSS165-2Y,ND,2012,ND_2012,NA
MSS165-2Y,NY,2012,NY_2012,34.97
MSS165-2Y,NY,2012,NY_2012,34.97
MSS165-2Y,OR,2012,OR_2012,86.29
MSS165-2Y,OR,2012,OR_2012,57.53
MSS165-2Y,TX,2012,TX_2012,36.87
MSS165-2Y,TX,2012,TX_2012,28.67
MSS165-2Y,WI,2012,WI_2012,74.07
MSS165-2Y,WI,2012,WI_2012,76.46
MSS206-2,CA,2012,CA_2012,41.36
MSS206-2,FL,2012,FL_2012,19.35
MSS206-2,MI,2012,MI_2012,33.4
MSS206-2,MO,2012,MO_2012,66.79
MSS206-2,NC,2012,NC_2012,43.85
MSS206-2,ND,2012,ND_2012,NA
MSS206-2,NY,2012,NY_2012,45.46
MSS206-2,OR,2012,OR_2012,73.5
MSS206-2,TX,2012,TX_2012,43.01
MSS206-2,WI,2012,WI_2012,NA
MSS297-3,CA,2011,CA_2011,57.9
MSS297-3,FL,2011,FL_2011,48.39
MSS297-3,MI,2011,MI_2011,24.29
MSS297-3,NC,2011,NC_2011,30.36
MSS297-3,ND,2011,ND_2011,NA
MSS297-3,NY,2011,NY_2011,24.48
MSS297-3,WI,2011,WI_2011,45.4
MSS297-3,CA,2012,CA_2012,37.22
MSS297-3,CA,2012,CA_2012,41.36
MSS297-3,FL,2012,FL_2012,22.58
MSS297-3,FL,2012,FL_2012,16.13
MSS297-3,MI,2012,MI_2012,27.32
MSS297-3,MI,2012,MI_2012,39.47
MSS297-3,MO,2012,MO_2012,30.36
MSS297-3,MO,2012,MO_2012,42.5
MSS297-3,NC,2012,NC_2012,23.61
MSS297-3,NC,2012,NC_2012,26.99
MSS297-3,ND,2012,ND_2012,NA
MSS297-3,ND,2012,ND_2012,NA
MSS297-3,NY,2012,NY_2012,20.98
MSS297-3,NY,2012,NY_2012,31.47
MSS297-3,OR,2012,OR_2012,41.55
MSS297-3,OR,2012,OR_2012,60.72
MSS297-3,TX,2012,TX_2012,30.72
MSS297-3,TX,2012,TX_2012,49.16
MSS297-3,WI,2012,WI_2012,35.84
MSS297-3,WI,2012,WI_2012,43.01
MSS428-2,CA,2012,CA_2012,37.22
MSS428-2,FL,2012,FL_2012,19.35
MSS428-2,MI,2012,MI_2012,27.32
MSS428-2,MO,2012,MO_2012,60.72
MSS428-2,NC,2012,NC_2012,53.97
MSS428-2,ND,2012,ND_2012,NA
MSS428-2,NY,2012,NY_2012,45.46
MSS428-2,OR,2012,OR_2012,76.7
MSS428-2,TX,2012,TX_2012,38.91
MSS428-2,WI,2012,WI_2012,69.3
MSS428-2,CA,2013,CA_2013,33.09
MSS428-2,CA,2013,CA_2013,37.22
MSS428-2,FL,2013,FL_2013,32.26
MSS428-2,FL,2013,FL_2013,22.58
MSS428-2,MI,2013,MI_2013,48.58
MSS428-2,MI,2013,MI_2013,57.69
MSS428-2,MO,2013,MO_2013,60.72
MSS428-2,MO,2013,MO_2013,48.58
MSS428-2,NC,2013,NC_2013,43.85
MSS428-2,NC,2013,NC_2013,43.85
MSS428-2,NY,2013,NY_2013,66.44
MSS428-2,NY,2013,NY_2013,73.43
MSS428-2,OR,2013,OR_2013,92.68
MSS428-2,OR,2013,OR_2013,105.46
MSS428-2,TX,2013,TX_2013,26.63
MSS428-2,TX,2013,TX_2013,20.48
MSS428-2,WI,2013,WI_2013,81.24
MSS428-2,WI,2013,WI_2013,59.74
MSS428-2,CA,2014,CA_2014,63.84
MSS428-2,CA,2014,CA_2014,65.72
MSS428-2,FL,2014,FL_2014,35.48
MSS428-2,FL,2014,FL_2014,41.94
MSS428-2,MI,2014,MI_2014,33.4
MSS428-2,MI,2014,MI_2014,48.58
MSS428-2,MO,2014,MO_2014,48.58
MSS428-2,MO,2014,MO_2014,42.5
MSS428-2,NC,2014,NC_2014,18.11
MSS428-2,NC,2014,NC_2014,18.11
MSS428-2,NY,2014,NY_2014,34.97
MSS428-2,OR,2014,OR_2014,110.26
MSS428-2,OR,2014,OR_2014,145.09
MSS428-2,TX,2014,TX_2014,65.06
MSS428-2,TX,2014,TX_2014,57.83
MSS428-2,WI,2014,WI_2014,66.91
MSS428-2,WI,2014,WI_2014,66.91
MSS428-2,CA,2015,CA_2015,66.47
MSS428-2,CA,2015,CA_2015,81.11
MSS428-2,FL,2015,FL_2015,41.94
MSS428-2,FL,2015,FL_2015,32.58
MSS428-2,MI,2015,MI_2015,43.42
MSS428-2,MI,2015,MI_2015,32.18
MSS428-2,NC,2015,NC_2015,37.55
MSS428-2,NC,2015,NC_2015,20.13
MSS428-2,NY,2015,NY_2015,34.27
MSS428-2,NY,2015,NY_2015,39.16
MSS428-2,OR,2015,OR_2015,124.64
MSS428-2,OR,2015,OR_2015,110.26
MSS428-2,TX,2015,TX_2015,14.1
MSS428-2,TX,2015,TX_2015,40.84
MSS428-2,WI,2015,WI_2015,92.95
MSS428-2,WI,2015,WI_2015,86.98
MST096-2Y,CA,2012,CA_2012,57.9
MST096-2Y,FL,2012,FL_2012,12.9
MST096-2Y,MI,2012,MI_2012,45.54
MST096-2Y,MO,2012,MO_2012,48.58
MST096-2Y,NC,2012,NC_2012,30.36
MST096-2Y,ND,2012,ND_2012,NA
MST096-2Y,NY,2012,NY_2012,41.96
MST096-2Y,OR,2012,OR_2012,60.72
MST096-2Y,TX,2012,TX_2012,51.2
MST096-2Y,WI,2012,WI_2012,59.74
MST096-2Y,CA,2013,CA_2013,24.81
MST096-2Y,CA,2013,CA_2013,45.49
MST096-2Y,FL,2013,FL_2013,19.35
MST096-2Y,FL,2013,FL_2013,12.9
MST096-2Y,MI,2013,MI_2013,30.36
MST096-2Y,MI,2013,MI_2013,30.36
MST096-2Y,MO,2013,MO_2013,39.47
MST096-2Y,MO,2013,MO_2013,42.5
MST096-2Y,NC,2013,NC_2013,26.99
MST096-2Y,NC,2013,NC_2013,23.61
MST096-2Y,NY,2013,NY_2013,48.96
MST096-2Y,NY,2013,NY_2013,45.46
MST096-2Y,OR,2013,OR_2013,60.72
MST096-2Y,OR,2013,OR_2013,63.92
MST096-2Y,TX,2013,TX_2013,43.01
MST096-2Y,TX,2013,TX_2013,36.87
MST096-2Y,WI,2013,WI_2013,54.96
MST096-2Y,WI,2013,WI_2013,54.96
MST154-3,CA,2013,CA_2013,45.49
MST154-3,FL,2013,FL_2013,22.58
MST154-3,MI,2013,MI_2013,36.43
MST154-3,MO,2013,MO_2013,39.47
MST154-3,NC,2013,NC_2013,26.99
MST154-3,NY,2013,NY_2013,45.46
MST154-3,OR,2013,OR_2013,51.13
MST154-3,TX,2013,TX_2013,45.06
MST154-3,WI,2013,WI_2013,57.35
MST184-3,CA,2012,CA_2012,37.22
MST184-3,FL,2012,FL_2012,19.35
MST184-3,MI,2012,MI_2012,39.47
MST184-3,MO,2012,MO_2012,45.54
MST184-3,NC,2012,NC_2012,30.36
MST184-3,ND,2012,ND_2012,NA
MST184-3,NY,2012,NY_2012,31.47
MST184-3,OR,2012,OR_2012,54.33
MST184-3,TX,2012,TX_2012,43.01
MST184-3,WI,2012,WI_2012,43.01
MST184-3,CA,2013,CA_2013,45.49
MST184-3,CA,2013,CA_2013,41.36
MST184-3,FL,2013,FL_2013,25.81
MST184-3,FL,2013,FL_2013,16.13
MST184-3,MI,2013,MI_2013,33.4
MST184-3,MI,2013,MI_2013,39.47
MST184-3,MO,2013,MO_2013,33.4
MST184-3,MO,2013,MO_2013,36.43
MST184-3,NC,2013,NC_2013,23.61
MST184-3,NC,2013,NC_2013,20.24
MST184-3,NY,2013,NY_2013,55.95
MST184-3,NY,2013,NY_2013,27.97
MST184-3,OR,2013,OR_2013,70.31
MST184-3,OR,2013,OR_2013,60.72
MST184-3,TX,2013,TX_2013,43.01
MST184-3,TX,2013,TX_2013,51.2
MST184-3,WI,2013,WI_2013,47.79
MST184-3,WI,2013,WI_2013,50.18
MST184-3,CA,2014,CA_2014,39.43
MST184-3,CA,2014,CA_2014,52.57
MST184-3,FL,2014,FL_2014,38.71
MST184-3,FL,2014,FL_2014,25.81
MST184-3,MI,2014,MI_2014,36.43
MST184-3,MI,2014,MI_2014,39.47
MST184-3,MO,2014,MO_2014,33.4
MST184-3,MO,2014,MO_2014,30.36
MST184-3,NC,2014,NC_2014,9.05
MST184-3,NC,2014,NC_2014,12.07
MST184-3,NY,2014,NY_2014,41.96
MST184-3,NY,2014,NY_2014,31.47
MST184-3,OR,2014,OR_2014,59.44
MST184-3,OR,2014,OR_2014,84.69
MST184-3,TX,2014,TX_2014,50.6
MST184-3,TX,2014,TX_2014,54.22
MST184-3,WI,2014,WI_2014,38.23
MST184-3,WI,2014,WI_2014,43.01
MST186-1Y,CA,2012,CA_2012,49.63
MST186-1Y,FL,2012,FL_2012,25.81
MST186-1Y,MI,2012,MI_2012,24.29
MST186-1Y,MO,2012,MO_2012,60.72
MST186-1Y,NC,2012,NC_2012,33.73
MST186-1Y,ND,2012,ND_2012,NA
MST186-1Y,NY,2012,NY_2012,20.98
MST186-1Y,OR,2012,OR_2012,73.5
MST186-1Y,TX,2012,TX_2012,45.06
MST186-1Y,WI,2012,WI_2012,69.3
MST186-1Y,CA,2013,CA_2013,37.22
MST186-1Y,CA,2013,CA_2013,28.95
MST186-1Y,FL,2013,FL_2013,19.35
MST186-1Y,FL,2013,FL_2013,9.68
MST186-1Y,MI,2013,MI_2013,57.69
MST186-1Y,MI,2013,MI_2013,57.69
MST186-1Y,MO,2013,MO_2013,36.43
MST186-1Y,MO,2013,MO_2013,42.5
MST186-1Y,NC,2013,NC_2013,43.85
MST186-1Y,NC,2013,NC_2013,16.87
MST186-1Y,NY,2013,NY_2013,59.45
MST186-1Y,NY,2013,NY_2013,62.94
MST186-1Y,OR,2013,OR_2013,95.88
MST186-1Y,OR,2013,OR_2013,79.9
MST186-1Y,TX,2013,TX_2013,30.72
MST186-1Y,TX,2013,TX_2013,24.58
MST186-1Y,WI,2013,WI_2013,74.07
MST186-1Y,WI,2013,WI_2013,69.3
MST186-1Y,CA,2014,CA_2014,56.33
MST186-1Y,CA,2014,CA_2014,46.94
MST186-1Y,FL,2014,FL_2014,45.16
MST186-1Y,FL,2014,FL_2014,41.94
MST186-1Y,MI,2014,MI_2014,33.4
MST186-1Y,MO,2014,MO_2014,48.58
MST186-1Y,MO,2014,MO_2014,45.54
MST186-1Y,NC,2014,NC_2014,18.11
MST186-1Y,NC,2014,NC_2014,24.15
MST186-1Y,NY,2014,NY_2014,48.96
MST186-1Y,NY,2014,NY_2014,41.96
MST186-1Y,OR,2014,OR_2014,92.36
MST186-1Y,OR,2014,OR_2014,113.45
MST186-1Y,TX,2014,TX_2014,54.22
MST186-1Y,TX,2014,TX_2014,61.44
MST186-1Y,WI,2014,WI_2014,62.13
MST186-1Y,WI,2014,WI_2014,64.52
MST191-2Y,CA,2013,CA_2013,49.63
MST191-2Y,FL,2013,FL_2013,25.81
MST191-2Y,MI,2013,MI_2013,69.83
MST191-2Y,MO,2013,MO_2013,48.58
MST191-2Y,NC,2013,NC_2013,33.73
MST191-2Y,NY,2013,NY_2013,48.96
MST191-2Y,OR,2013,OR_2013,105.46
MST191-2Y,TX,2013,TX_2013,20.48
MST191-2Y,WI,2013,WI_2013,97.97
MST191-2Y,CA,2014,CA_2014,46.94
MST191-2Y,CA,2014,CA_2014,58.21
MST191-2Y,FL,2014,FL_2014,51.61
MST191-2Y,FL,2014,FL_2014,48.39
MST191-2Y,MI,2014,MI_2014,54.65
MST191-2Y,MI,2014,MI_2014,69.83
MST191-2Y,MO,2014,MO_2014,69.83
MST191-2Y,MO,2014,MO_2014,54.65
MST191-2Y,NC,2014,NC_2014,30.18
MST191-2Y,NC,2014,NC_2014,30.18
MST191-2Y,NY,2014,NY_2014,62.94
MST191-2Y,NY,2014,NY_2014,55.95
MST191-2Y,OR,2014,OR_2014,131.03
MST191-2Y,OR,2014,OR_2014,85.97
MST191-2Y,TX,2014,TX_2014,46.99
MST191-2Y,TX,2014,TX_2014,32.53
MST191-2Y,WI,2014,WI_2014,86.02
MST191-2Y,WI,2014,WI_2014,78.85
MST191-2Y,CA,2015,CA_2015,88.43
MST191-2Y,CA,2015,CA_2015,69.47
MST191-2Y,FL,2015,FL_2015,27.74
MST191-2Y,FL,2015,FL_2015,55.81
MST191-2Y,MI,2015,MI_2015,52.52
MST191-2Y,MI,2015,MI_2015,48.88
MST191-2Y,NC,2015,NC_2015,46.36
MST191-2Y,NC,2015,NC_2015,42.14
MST191-2Y,NY,2015,NY_2015,49.65
MST191-2Y,NY,2015,NY_2015,54.55
MST191-2Y,OR,2015,OR_2015,116.33
MST191-2Y,OR,2015,OR_2015,112.81
MST191-2Y,TX,2015,TX_2015,50.24
MST191-2Y,TX,2015,TX_2015,44.1
MST191-2Y,WI,2015,WI_2015,82.92
MST191-2Y,WI,2015,WI_2015,103.23
MST229-1,CA,2012,CA_2012,28.95
MST229-1,FL,2012,FL_2012,16.13
MST229-1,MI,2012,MI_2012,30.36
MST229-1,MO,2012,MO_2012,36.43
MST229-1,NC,2012,NC_2012,20.24
MST229-1,ND,2012,ND_2012,NA
MST229-1,NY,2012,NY_2012,24.48
MST229-1,OR,2012,OR_2012,54.33
MST229-1,TX,2012,TX_2012,38.91
MST229-1,WI,2012,WI_2012,59.74
MST229-1,CA,2013,CA_2013,24.81
MST229-1,FL,2013,FL_2013,16.13
MST229-1,MI,2013,MI_2013,36.43
MST229-1,MO,2013,MO_2013,27.32
MST229-1,NC,2013,NC_2013,23.61
MST229-1,NY,2013,NY_2013,41.96
MST229-1,OR,2013,OR_2013,57.53
MST229-1,TX,2013,TX_2013,36.87
MST229-1,WI,2013,WI_2013,57.35
MST229-1,CA,2014,CA_2014,41.31
MST229-1,FL,2014,FL_2014,41.94
MST229-1,MI,2014,MI_2014,NA
MST229-1,MO,2014,MO_2014,42.5
MST229-1,NC,2014,NC_2014,6.04
MST229-1,NY,2014,NY_2014,48.96
MST229-1,OR,2014,OR_2014,82.77
MST229-1,TX,2014,TX_2014,61.44
MST229-1,WI,2014,WI_2014,52.57
MST412-3,CA,2012,CA_2012,45.49
MST412-3,FL,2012,FL_2012,19.35
MST412-3,MI,2012,MI_2012,30.36
MST412-3,MO,2012,MO_2012,48.58
MST412-3,NC,2012,NC_2012,40.48
MST412-3,ND,2012,ND_2012,NA
MST412-3,NY,2012,NY_2012,27.97
MST412-3,OR,2012,OR_2012,73.5
MST412-3,TX,2012,TX_2012,30.72
MST412-3,WI,2012,WI_2012,52.57
MST412-3,CA,2013,CA_2013,62.03
MST412-3,CA,2013,CA_2013,70.31
MST412-3,FL,2013,FL_2013,25.81
MST412-3,FL,2013,FL_2013,25.81
MST412-3,MI,2013,MI_2013,66.79
MST412-3,MI,2013,MI_2013,45.54
MST412-3,MO,2013,MO_2013,45.54
MST412-3,MO,2013,MO_2013,33.4
MST412-3,NC,2013,NC_2013,20.24
MST412-3,NC,2013,NC_2013,20.24
MST412-3,NY,2013,NY_2013,66.44
MST412-3,NY,2013,NY_2013,55.95
MST412-3,OR,2013,OR_2013,76.7
MST412-3,OR,2013,OR_2013,99.07
MST412-3,TX,2013,TX_2013,51.2
MST412-3,TX,2013,TX_2013,45.06
MST412-3,WI,2013,WI_2013,52.57
MST412-3,WI,2013,WI_2013,86.02
MST441-1,CA,2013,CA_2013,20.68
MST441-1,FL,2013,FL_2013,19.35
MST441-1,MI,2013,MI_2013,33.4
MST441-1,MO,2013,MO_2013,45.54
MST441-1,NC,2013,NC_2013,33.73
MST441-1,NY,2013,NY_2013,52.45
MST441-1,OR,2013,OR_2013,57.53
MST441-1,TX,2013,TX_2013,40.96
MST441-1,WI,2013,WI_2013,57.35
MST458-04,ND,2012,ND_2012,NA
MSU245-1,CA,2013,CA_2013,41.36
MSU245-1,FL,2013,FL_2013,22.58
MSU245-1,MI,2013,MI_2013,45.54
MSU245-1,MO,2013,MO_2013,36.43
MSU245-1,NC,2013,NC_2013,37.11
MSU245-1,NY,2013,NY_2013,62.94
MSU245-1,OR,2013,OR_2013,83.09
MSU245-1,TX,2013,TX_2013,28.67
MSU245-1,WI,2013,WI_2013,50.18
MSU245-1,CA,2014,CA_2014,54.45
MSU245-1,FL,2014,FL_2014,32.26
MSU245-1,MI,2014,MI_2014,42.5
MSU245-1,MO,2014,MO_2014,27.32
MSU245-1,NC,2014,NC_2014,15.09
MSU245-1,NY,2014,NY_2014,48.96
MSU245-1,OR,2014,OR_2014,128.15
MSU245-1,TX,2014,TX_2014,50.6
MSU245-1,WI,2014,WI_2014,64.52
MSV030-4,CA,2013,CA_2013,49.63
MSV030-4,FL,2013,FL_2013,19.35
MSV030-4,MI,2013,MI_2013,57.69
MSV030-4,MO,2013,MO_2013,36.43
MSV030-4,NC,2013,NC_2013,26.99
MSV030-4,NY,2013,NY_2013,48.96
MSV030-4,OR,2013,OR_2013,67.11
MSV030-4,TX,2013,TX_2013,47.11
MSV030-4,WI,2013,WI_2013,54.96
MSV030-4,CA,2014,CA_2014,39.43
MSV030-4,CA,2014,CA_2014,50.69
MSV030-4,FL,2014,FL_2014,32.26
MSV030-4,FL,2014,FL_2014,32.26
MSV030-4,MI,2014,MI_2014,30.36
MSV030-4,MI,2014,MI_2014,51.61
MSV030-4,MO,2014,MO_2014,48.58
MSV030-4,MO,2014,MO_2014,48.58
MSV030-4,NC,2014,NC_2014,24.15
MSV030-4,NC,2014,NC_2014,24.15
MSV030-4,NY,2014,NY_2014,45.46
MSV030-4,NY,2014,NY_2014,41.96
MSV030-4,OR,2014,OR_2014,59.44
MSV030-4,OR,2014,OR_2014,65.2
MSV030-4,TX,2014,TX_2014,54.22
MSV030-4,TX,2014,TX_2014,46.99
MSV030-4,WI,2014,WI_2014,59.74
MSV030-4,WI,2014,WI_2014,57.35
MSV030-4,CA,2015,CA_2015,44.31
MSV030-4,CA,2015,CA_2015,53.7
MSV030-4,FL,2015,FL_2015,31.61
MSV030-4,FL,2015,FL_2015,40.32
MSV030-4,MI,2015,MI_2015,42.5
MSV030-4,MI,2015,MI_2015,36.13
MSV030-4,NC,2015,NC_2015,12.44
MSV030-4,NC,2015,NC_2015,12.47
MSV030-4,NY,2015,NY_2015,38.81
MSV030-4,NY,2015,NY_2015,42.66
MSV030-4,OR,2015,OR_2015,61.04
MSV030-4,OR,2015,OR_2015,74.78
MSV030-4,TX,2015,TX_2015,31.44
MSV030-4,TX,2015,TX_2015,33.97
MSV030-4,WI,2015,WI_2015,66.91
MSV030-4,WI,2015,WI_2015,65.95
MSV033-1,CA,2016,CA_2016,55.83
MSV033-1,CA,2016,CA_2016,57.49
MSV033-1,FL,2016,FL_2016,43.55
MSV033-1,FL,2016,FL_2016,40.97
MSV033-1,MI,2016,MI_2016,47.67
MSV033-1,MI,2016,MI_2016,52.83
MSV033-1,NC,2016,NC_2016,35.48
MSV033-1,NC,2016,NC_2016,31.19
MSV033-1,NY,2016,NY_2016,44.06
MSV033-1,NY,2016,NY_2016,39.86
MSV033-1,TX,2016,TX_2016,28.37
MSV033-1,TX,2016,TX_2016,37.59
MSV033-1,WI,2016,WI_2016,71.92
MSV033-1,WI,2016,WI_2016,70.01
MSV093-1,CA,2014,CA_2014,58.21
MSV093-1,FL,2014,FL_2014,58.06
MSV093-1,MI,2014,MI_2014,69.83
MSV093-1,MO,2014,MO_2014,66.79
MSV093-1,NC,2014,NC_2014,33.2
MSV093-1,NY,2014,NY_2014,69.94
MSV093-1,OR,2014,OR_2014,171.94
MSV093-1,TX,2014,TX_2014,65.06
MSV093-1,WI,2014,WI_2014,78.85
MSV111-1,CA,2014,CA_2014,58.21
MSV111-1,FL,2014,FL_2014,38.71
MSV111-1,MI,2014,MI_2014,42.5
MSV111-1,MO,2014,MO_2014,63.76
MSV111-1,NC,2014,NC_2014,21.13
MSV111-1,NY,2014,NY_2014,52.45
MSV111-1,OR,2014,OR_2014,107.7
MSV111-1,TX,2014,TX_2014,93.97
MSV111-1,WI,2014,WI_2014,74.07
MSV241-2,CA,2013,CA_2013,57.9
MSV241-2,FL,2013,FL_2013,22.58
MSV241-2,MI,2013,MI_2013,57.69
MSV241-2,MO,2013,MO_2013,42.5
MSV241-2,NC,2013,NC_2013,33.73
MSV241-2,NY,2013,NY_2013,41.96
MSV241-2,OR,2013,OR_2013,79.9
MSV241-2,TX,2013,TX_2013,43.01
MSV241-2,WI,2013,WI_2013,66.91
MSV241-2,CA,2014,CA_2014,54.45
MSV241-2,FL,2014,FL_2014,51.61
MSV241-2,MI,2014,MI_2014,45.54
MSV241-2,MO,2014,MO_2014,63.76
MSV241-2,NC,2014,NC_2014,21.13
MSV241-2,NC,2014,NC_2014,21.13
MSV241-2,OR,2014,OR_2014,105.78
MSV241-2,OR,2014,OR_2014,63.6
MSV241-2,TX,2014,TX_2014,65.06
MSV241-2,WI,2014,WI_2014,74.07
MSV241-2,CA,2015,CA_2015,68.34
MSV241-2,CA,2015,CA_2015,52.2
MSV241-2,FL,2015,FL_2015,39.68
MSV241-2,FL,2015,FL_2015,50.65
MSV241-2,MI,2015,MI_2015,NA
MSV241-2,MI,2015,MI_2015,38.56
MSV241-2,NC,2015,NC_2015,27.1
MSV241-2,NC,2015,NC_2015,27.59
MSV241-2,NY,2015,NY_2015,39.16
MSV241-2,NY,2015,NY_2015,30.42
MSV241-2,OR,2015,OR_2015,108.66
MSV241-2,OR,2015,OR_2015,119.21
MSV241-2,TX,2015,TX_2015,35.42
MSV241-2,TX,2015,TX_2015,48.43
MSV241-2,WI,2015,WI_2015,85.78
MSV241-2,WI,2015,WI_2015,75.27
MSV358-3,CA,2013,CA_2013,20.68
MSV358-3,FL,2013,FL_2013,9.68
MSV358-3,MI,2013,MI_2013,51.61
MSV358-3,MO,2013,MO_2013,36.43
MSV358-3,NC,2013,NC_2013,40.48
MSV358-3,NY,2013,NY_2013,38.46
MSV358-3,OR,2013,OR_2013,83.09
MSV358-3,TX,2013,TX_2013,49.16
MSV358-3,WI,2013,WI_2013,40.62
MSV358-3,CA,2014,CA_2014,43.18
MSV358-3,CA,2014,CA_2014,33.8
MSV358-3,FL,2014,FL_2014,45.16
MSV358-3,FL,2014,FL_2014,51.61
MSV358-3,MI,2014,MI_2014,36.43
MSV358-3,MI,2014,MI_2014,33.4
MSV358-3,MO,2014,MO_2014,42.5
MSV358-3,MO,2014,MO_2014,48.58
MSV358-3,NC,2014,NC_2014,9.05
MSV358-3,NC,2014,NC_2014,15.09
MSV358-3,NY,2014,NY_2014,52.45
MSV358-3,NY,2014,NY_2014,48.96
MSV358-3,OR,2014,OR_2014,38.67
MSV358-3,OR,2014,OR_2014,69.67
MSV358-3,TX,2014,TX_2014,46.99
MSV358-3,TX,2014,TX_2014,72.29
MSV358-3,WI,2014,WI_2014,64.52
MSV358-3,WI,2014,WI_2014,66.91
MSV358-3,CA,2015,CA_2015,45.29
MSV358-3,CA,2015,CA_2015,52.95
MSV358-3,FL,2015,FL_2015,35.81
MSV358-3,FL,2015,FL_2015,40
MSV358-3,MI,2015,MI_2015,36.43
MSV358-3,MI,2015,MI_2015,40.99
